Year,Month,GEPU_current,GEPU_ppp,Australia,Brazil,Canada,Chile,Hybrid China,France,Germany,Greece,India,Ireland,Italy,Japan,Korea,Pakistan,Russia,Spain,Singapore,UK,US,SCMP China,Mainland China,Sweden,Mexico
1992,3,,,,12.84349442,136.2338104,,,68.80318451,,,,86.14061682,,77.16743519,35.29611969,,,,,,96.82842255,,,121.1600328,
1992,4,,,,34.62159348,114.8409653,,,86.34409332,,,,138.3514703,,86.28482451,68.39157867,,,,,,89.85423279,,,120.5393881,
1992,5,,,,16.70135307,73.99919128,,,112.5864334,,,,155.0384445,,81.64249758,46.31071854,,,,,,78.68047333,,,96.89199518,
1992,6,,,,81.7866745,101.0193329,,,138.4561768,,,,172.2346837,,93.1189646,35.90690994,,,,,,122.2935028,,,120.513313,
1992,7,,,,107.3151779,74.15174103,,,125.345932,,,,110.8688694,,102.5546488,65.81402588,,,,,,119.6131821,,,106.2114808,
1992,8,,,,89.90445709,64.91373444,,,90.83674622,,,,88.48425382,,119.1393143,70.07499695,,,,,,122.4071198,,,140.5211668,
1992,9,,,,126.9112701,205.4592743,,,220.3040771,,,,174.4023432,,107.9448507,67.21442413,,,,,,141.4432373,,,167.2189747,
1992,10,,,,82.98873138,254.3539124,,,165.4729004,,,,107.8169165,,95.15889596,94.09913635,,,,,,161.2542267,,,134.6302888,
1992,11,,,,135.0963745,132.2935791,,,139.1133118,,,,57.63737642,,97.47413947,115.8377609,,,,,,108.1500702,,,117.2847885,
1992,12,,,,125.3481674,112.2163086,,,121.1379776,,,,204.7297064,,79.42392456,127.0930176,,,,,,87.8720932,,,123.6422448,
1993,1,,,,128.7315521,102.5922546,53.08919525,,129.5369873,178.7527466,,,93.67238273,,70.60384058,78.63812256,,,,,,83.46498108,,,128.6340262,
1993,2,,,,78.50811768,91.44818115,32.65639496,,99.14981842,114.213028,,,154.5310459,,82.09427966,62.4916687,,,,,,106.97612,,,114.8884396,
1993,3,,,,123.4763794,120.1546707,68.95227051,,142.020401,139.1031036,,,101.6165414,,79.90330638,50.93001175,,,,,,109.796814,,,140.0947514,
1993,4,,,,76.80233002,89.43315887,62.09404755,,129.2575989,56.50121307,,,29.75079644,,76.34994697,51.74676514,,,,,,89.65112305,,,104.4606837,
1993,5,,,,113.6884308,108.1047211,94.27544403,,163.3103333,120.8239975,,,77.12529516,,73.07208864,35.01927185,,,,,,133.5057526,,,121.0914541,
1993,6,,,,56.74964905,86.66848755,65.2494278,,119.8784561,88.1937561,,,54.39840967,,87.73284876,77.18458557,,,,,,120.6800613,,,126.6048949,
1993,7,,,,75.42728424,121.660675,57.47238159,,114.9054031,97.81391907,,,111.626051,,88.29721538,68.02714539,,,,,,106.5029907,,,142.1429238,
1993,8,,,,91.92247009,109.6159439,53.18274689,,63.69197464,123.0051193,,,95.62564724,,95.0279098,185.0961304,,,,,,115.5761719,,,124.6943571,
1993,9,,,,91.64659119,128.0231323,75.97728729,,88.68943024,170.8386536,,,52.28351087,,97.50156041,74.04455566,,,,,,116.027298,,,119.1969219,
1993,10,,,,99.83420563,124.1698685,48.84930038,,88.74532318,103.007637,,,102.5236131,,89.8296204,64.39230347,,,,,,78.8225174,,,114.6211422,
1993,11,,,,36.05482864,105.7496338,77.71606445,,126.6450577,93.76766205,,,78.4252663,,95.50004593,109.665123,,,,,,89.25749969,,,113.8706485,
1993,12,,,,143.6617584,92.60972595,93.59331512,,105.483017,39.29359436,,,76.36762483,,124.6552213,49.16217422,,,,,,77.27201843,,,129.0307043,
1994,1,,,,104.1311035,76.55685425,84.06943512,,109.1822052,94.05158234,,,140.6222291,,109.883271,83.14531708,,312.8876038,,,,82.2928009,,,122.0100581,
1994,2,,,,158.2762451,69.11225128,41.64948654,,95.94908905,46.18510056,,,79.51110945,,97.477142,61.29515457,,229.4243774,,,,96.14565277,,,121.3113533,
1994,3,,,,107.2480545,140.4945526,84.89714813,,78.75138855,104.7105865,,,68.47572935,,93.3066497,28.13357735,,177.6276245,,,,83.22688293,,,118.9405012,
1994,4,,,,110.3231354,161.958252,61.83404541,,74.15968323,74.11193085,,,119.9368865,,95.67714626,44.39804459,,100.2562408,,,,106.3544464,,,113.8579132,
1994,5,,,,122.610817,115.258194,82.81485748,,86.55761719,59.12601089,,,95.05880244,,92.50724653,45.75222397,,119.0542831,,,,94.50388336,,,105.9131861,
1994,6,,,,113.004631,186.3148956,39.78335953,,136.3363495,81.18619537,,,124.5049737,,86.58950333,94.24958038,,139.9515381,,,,87.46889496,,,126.9722489,
1994,7,,,,75.21645355,132.9911957,74.13777924,,95.00139618,95.34850311,,,76.74458999,,98.65245656,160.6613464,,83.86353302,,,,75.43205261,,,195.8633631,
1994,8,,,,63.97792435,133.9589539,62.37543106,,115.1094666,68.05472565,,,115.0251391,,65.8456361,90.06111908,,82.397789,,,,88.99729919,,,138.7280899,
1994,9,,,,39.36957932,126.1141205,59.28423691,,77.29764557,46.68276978,,,98.14327398,,65.17838812,62.24712372,,97.43924713,,,,85.29350281,,,145.2097489,
1994,10,,,,47.87550354,88.68997192,48.44005966,,148.3224487,73.98386383,,,24.42020321,,70.51060341,43.92985916,,88.98472595,,,,61.68622589,,,118.9893829,
1994,11,,,,40.91065216,93.38710022,45.12579727,,98.58875275,114.6206665,,,88.91314496,,82.13400907,53.13112259,,45.36542511,,,,94.68727875,,,118.2013824,
1994,12,,,,41.50466537,101.5999908,106.2481003,,115.6113129,113.4272842,,,101.156957,,65.62412849,57.01769257,,70.3854599,,,,94.76318359,,,109.2500653,
1995,1,,,,58.10653305,194.2714233,86.12602234,,150.7179565,107.0569763,,,54.02496521,,68.03604125,86.16311646,,85.99311829,,,,122.4063721,,,119.1841671,
1995,2,,,,60.68673325,126.4515991,92.81467438,,85.12712097,133.1592255,,,54.81944999,,82.80985095,61.41931534,,170.021637,,,,100.5155563,,,115.548937,
1995,3,,,,47.97483826,162.7197723,79.89568329,,124.2191467,98.76192474,,,71.75152684,,123.9830059,69.10100555,,109.7327957,,,,86.48616791,,,116.6212961,
1995,4,,,,65.06703949,128.5614624,58.9806366,,92.9881897,78.15823364,,,80.11066539,,85.18601468,43.50450516,,228.1947632,,,,65.99556732,,,121.0018739,
1995,5,,,,12.68998623,96.17798615,64.18070221,,91.00518036,57.6782341,,,22.57785444,,110.2200923,51.07299423,,271.7930908,,,,67.301651,,,97.86114673,
1995,6,,,,24.82884979,102.1671371,65.63619995,,61.66780853,79.8762207,,,23.54351115,,106.6221566,42.15624237,,178.8963928,,,,75.82338715,,,116.2280982,
1995,7,,,,46.04296494,109.0884171,57.96390533,,60.23467255,58.48723984,,,24.29177869,,104.6412499,44.56906891,,167.5427704,,,,81.65293884,,,116.5325313,
1995,8,,,,41.3770256,63.02978134,61.96572113,,59.16339874,81.35251617,,,26.4509135,,100.8021433,34.54370117,,207.6034546,,,,55.88801193,,,119.7455053,
1995,9,,,,39.50910568,135.6432953,96.59937286,,122.8426361,86.26076508,,,67.54694972,,100.4040754,34.69182205,,226.5756378,,,,70.38091278,,,119.2167682,
1995,10,,,,39.81483078,241.1322479,67.57488251,,133.4619141,75.79679871,,,23.30082116,,96.69560084,44.40037918,,200.4594116,,,,79.90551758,,,123.4451123,
1995,11,,,,74.4533844,240.9737854,90.69586182,,93.48212433,74.94922638,,,129.6137789,,83.84811662,56.08380127,,186.3850708,,,,101.200119,,,113.3376009,
1995,12,,,,61.93418503,191.775116,128.8102417,,128.4617004,58.76146698,,,48.61134481,,83.85272214,55.08826065,,231.3260498,,,,90.67060089,,,122.9833387,
1996,1,,,,39.87179184,212.9531555,76.61521912,,51.3209343,76.96334839,,,77.69875238,,97.65635641,90.64860535,,421.65448,,,,101.5782242,,,134.1244013,200.403656
1996,2,,,,14.63012218,107.9932098,75.2840271,,98.0869751,123.0071793,,,25.10992533,,100.8586212,65.51833344,,151.1040497,,,,82.02139282,,,116.4723324,121.8169632
1996,3,,,,67.86368561,202.9208527,92.32820129,,73.19598389,136.3991241,,,94.02818372,,90.26900857,55.35959244,,208.0931244,,,,76.63046265,,,102.6364505,174.6514587
1996,4,,,,72.42980194,118.0783997,63.84078598,,83.35417175,69.27928925,,,58.8914047,,94.32032873,63.59253311,,261.9436951,,,,70.88105774,,,100.6213589,103.5821304
1996,5,,,,62.98391724,122.1422043,33.78978348,,53.38554382,127.6984177,,,86.50299423,,72.39435711,33.82215881,,173.5031128,,,,62.10961151,,,90.69548914,125.6151657
1996,6,,,,70.79920959,118.0581741,58.97838593,,83.064888,104.271904,,,24.54715667,,78.53615936,35.19603348,,221.4238129,,,,82.24293518,,,100.2159854,94.26124573
1996,7,,,,49.00287247,103.0493011,99.28533173,,81.57214355,100.2553177,,,23.4499711,,73.19685295,39.50112152,,229.8002777,,,,69.69367218,,,126.3375772,152.313736
1996,8,,,,29.64934158,125.9228821,66.08776093,,45.33016205,53.11515808,,,50.3209445,,69.31843939,42.75604248,,206.9558868,,,,88.64742279,,,97.57188207,60.99988174
1996,9,,,,18.50827789,97.34151459,57.71502304,,81.5411377,81.13969421,,,101.7381796,,89.01393796,45.21398544,,271.2508545,,,,78.9807663,,,102.665538,116.9217606
1996,10,,,,91.75434113,184.9878845,75.92684174,,92.87281799,80.00975037,,,69.963842,,73.43241509,29.6941967,,182.8880005,,,,55.67024612,,,100.2399405,156.2420349
1996,11,,,,66.43714142,136.5016937,50.14237976,,76.70374298,100.1725006,,,22.27722669,,86.12472374,35.81261444,,153.8631134,,,,74.37119293,,,94.24592042,113.2069397
1996,12,,,,50.50942993,94.35478973,75.32172394,,75.19550323,80.47577667,,,131.0473592,,69.95998059,65.2720108,,290.2890625,,,,67.17334747,,,102.3590138,148.7913208
1997,1,74.7587586,76.56049821,48.10052201,45.34841926,101.643385,112.5136337,77.30002472,88.76413485,86.68221572,84.60449673,50.40405175,73.99194016,147.870144,98.04611674,96.73699951,69.63569169,196.844611,31.0181694,,59.41170471,75.44551573,88.32370653,62.23426723,117.0766931,134.0295213
1997,2,77.8630264,80.02663406,68.74837729,58.59738801,79.92736914,58.92809677,100.9520104,68.00467423,56.29587476,101.6730191,72.20217945,48.53361995,193.4988628,90.52387913,95.54317474,50.33299669,116.490671,50.6950798,,57.93270045,92.08614082,115.348679,46.34370435,137.7194057,122.4823415
1997,3,67.03827476,65.33371687,55.19724264,52.28419886,127.8049643,70.8868866,51.99555111,62.07292339,47.05063576,98.0410698,62.61513515,45.39205045,164.8762423,87.23363535,58.50379181,46.04775271,62.81001696,43.75434113,,95.83730536,70.45269281,59.41058639,157.0719767,114.15071,121.9279021
1997,4,72.92759089,74.75962207,54.90958564,56.69753627,66.19479606,64.55810547,107.8858505,93.868848,101.5680608,93.53404309,57.48515018,66.55257512,142.6888234,86.50431331,42.1541214,64.0310151,110.0900847,43.42786407,,95.51236737,71.10443874,123.2713473,78.71690287,105.0641599,134.9743617
1997,5,71.81553257,73.52839861,79.25657898,42.34241535,108.8166276,81.9120636,18.01126177,82.89986601,76.70815113,93.40092373,103.7237192,111.8081394,138.6943425,88.79660416,22.88664627,71.93546744,197.9880969,120.4138489,,55.22339742,75.86949851,20.5798304,148.0165449,99.74805371,140.7894344
1997,6,78.20504872,79.78861729,79.71476344,72.25654767,73.33613016,58.27440643,54.895303,88.1498393,100.6619789,99.46677127,93.02189391,123.7364245,155.1402175,89.16652036,48.31271362,66.77854334,155.9252561,95.48297119,,63.46032304,84.47804648,62.7238691,83.11654929,91.41779813,161.4367173
1997,7,64.21335271,61.889179,56.67843899,42.38841471,44.03639503,98.56800079,37.27458845,82.058763,69.24737505,81.70861356,66.02141596,69.35486503,75.07657686,91.08536666,41.88299561,72.60546127,74.80919257,69.27427673,,54.95414833,76.70619866,42.59028149,82.6536703,118.8774852,99.96890431
1997,8,63.17849929,58.83949516,73.38984794,38.20041029,61.28613047,100.5702438,23.74048366,32.73998763,118.1935605,92.62337037,83.95424222,25.03006104,106.5814052,109.2338964,50.1714325,68.27869928,20.71302075,61.1551857,,32.10917567,58.91502576,27.12609109,89.83708576,85.83911712,125.024404
1997,9,67.64780032,65.1477477,80.17515316,72.29671251,55.58456674,73.98316956,62.0182999,66.51674493,64.00720281,101.2815804,97.35715641,44.36838341,107.7008017,130.6801446,56.84713745,58.04399329,20.92938239,65.68701172,,74.38127736,54.41430432,70.86266971,152.0993996,100.6375593,108.4222594
1997,10,82.63727938,78.41764963,95.88595935,38.86630936,68.98653771,98.36811829,72.77875358,59.29633258,72.82928944,96.01442759,94.61148304,83.5960217,114.7560584,134.7375361,105.4032745,64.9354491,28.42041902,64.61637878,,89.02506,92.92955831,83.15766128,169.6731144,101.3017651,117.7449085
1997,11,95.35571659,89.33236551,134.0874412,123.9213253,83.78520825,100.2946014,60.43690201,79.6098429,68.68808543,107.0638045,141.8984348,24.48774786,80.1012265,214.8029762,91.96852112,68.11205748,50.00764245,48.63267899,,68.78263992,85.98280738,69.05575019,133.3647303,106.0545915,136.4918107
1997,12,105.450842,94.76284103,154.1416321,127.4560183,85.2606452,194.4972382,18.13609724,62.68272509,88.88281198,106.5981285,148.6400353,92.28238357,92.25221849,236.7238356,150.546463,71.58057039,22.7170016,57.48029709,,50.97836208,103.6995252,20.72246854,64.09413633,97.0392339,178.8007569
1998,1,96.83833466,92.33767601,90.12360261,91.31592958,119.9224259,156.5882111,68.0073651,51.94140814,49.25668052,80.95994084,138.5042612,112.7335464,78.99841263,209.6945451,85.98440552,71.08686559,61.16945681,58.23797607,,70.36617824,107.9537597,77.7058297,165.7242483,118.109067,121.2255949
1998,2,84.06974248,80.60302599,109.5289044,53.30401058,119.860557,159.1158752,86.36794886,55.6411284,32.46657086,83.90097434,98.31547718,67.58275705,84.05859571,159.8447024,62.05884552,64.94427784,29.6542606,41.42932892,,69.35782806,101.1494696,98.68479856,231.2622645,99.81307438,131.5429805
1998,3,85.88738994,81.53576468,62.57069914,53.72603889,88.21995971,116.5810623,56.81838686,32.82840234,79.80081036,67.86052652,135.9472732,63.11292718,125.5381892,184.8887285,41.53845215,66.7386006,47.47960998,59.95455933,,87.09315548,83.34761451,64.92120209,100.901273,95.30582681,231.2356553
1998,4,78.23038508,71.83905342,101.8901396,37.66267929,79.16266499,88.54354095,17.01349876,100.1266909,42.08200341,47.0175816,134.127594,84.75476193,105.6075868,182.410037,49.4990921,64.55362112,29.50868249,55.19156265,,57.05706751,74.45728445,19.43977738,77.83146008,108.5122798,163.4818022
1998,5,85.14963803,79.41438315,113.759549,43.40617678,107.9260933,82.45681763,36.58663464,59.02740053,103.6131748,60.13514151,138.9806444,38.77021954,82.74916141,180.4922884,50.57260895,75.53744591,34.8055508,70.70422363,,82.92330165,80.1271411,41.80421924,342.7852762,103.0714915,197.5841763
1998,6,83.95264104,80.14399085,103.7514275,92.30954771,102.9903924,131.4233246,59.77421668,52.63696536,73.61322489,85.35442508,124.2038379,65.41877714,65.63902289,181.2952418,63.47054672,71.01289422,37.61526047,62.38226318,,75.54866895,80.88773247,68.29855995,204.8021101,98.40231469,216.0543129
1998,7,101.2621312,96.34037119,132.876546,40.21700241,112.5569579,139.0942535,87.90062754,52.46161871,103.7340121,92.83360282,137.4344968,63.26953494,83.75285928,216.5740988,54.49784851,82.55445375,69.81322442,60.37129211,,102.526763,101.4185201,100.4360511,264.2850715,115.3926953,232.2649201
1998,8,113.7768127,106.0101808,204.9008328,114.5564674,168.6747801,164.7088928,33.45448642,26.05469786,87.88340715,132.2756937,155.0741808,49.05464346,142.445852,227.8585995,88.18752289,63.56803681,59.35732676,72.37319946,,56.53371922,130.4670375,38.22539839,181.1338229,144.2645044,258.4811246
1998,9,141.6175792,137.7463482,169.6092239,170.3008107,142.7344236,248.4858246,65.05260813,95.31884349,155.4572054,136.5491961,118.9407939,135.4671267,243.8862302,191.2783461,140.4541321,71.2762875,239.3199186,89.86407471,,120.3037197,169.0372652,74.3296977,287.5664394,142.2921204,428.1608889
1998,10,119.1751823,113.3084306,101.4112101,71.36449153,195.2514295,145.4777527,112.1281858,59.14083004,77.70742899,149.6314125,137.5284374,41.92584613,109.7539394,207.4083081,118.568222,68.58185231,37.66239739,74.40351105,,134.3556672,145.023234,128.118678,125.7321826,123.6959908,235.4998237
1998,11,96.52982559,89.3317274,90.05532093,110.0508694,152.6830807,94.46794891,44.73606088,62.61157504,127.0600582,88.83730476,91.07813291,106.4316711,112.4578296,132.7361649,89.15898895,63.38862747,22.18051152,59.79561996,,125.8946119,113.504746,51.11582728,164.7411324,99.21585128,241.9322209
1998,12,90.9032268,87.5337308,52.15093541,98.40010497,112.9366969,154.2637024,60.97346171,66.05536056,127.4077295,86.57640565,80.27383502,70.21043777,104.4127515,127.1569365,94.91594696,74.54274202,88.52604746,64.24643707,,56.46775263,110.8949835,69.66882816,171.1434974,94.42723528,262.0566222
1999,1,96.25057886,95.22626978,46.96805257,189.1585907,101.6886031,154.7360229,108.2344519,83.07643131,111.2602821,57.91408932,64.68181193,46.17628777,106.9392441,116.2450778,81.92739105,62.65975568,73.61166963,53.54195404,,71.11097893,123.3228375,123.6696625,260.0504238,103.7335108,250.4480115
1999,2,79.73708707,77.87534332,65.43460255,128.0170687,67.56764708,129.024704,86.0522267,42.25163557,104.8559806,85.64400754,64.49109341,89.81514875,72.18669763,114.1984623,59.31647491,69.93947834,60.10918623,47.74877167,,64.79441889,94.9962816,98.32405158,212.1331583,97.73988163,118.9597446
